_______________________________________________________________________________________________________
| Rank| Document ID| Document Score| Relevance Level| Precision           | Recall| NDCG               |
| 26  | CACM-2541  | 0.23371433    | 0              | 0.15384615384615385 | 0.8   | 0.5696707519349904 |
| 27  | CACM-2632  | 0.23371433    | 0              | 0.14814814814814814 | 0.8   | 0.5696707519349904 |
| 28  | CACM-1747  | 0.23342077    | 0              | 0.14285714285714285 | 0.8   | 0.5696707519349904 |
| 29  | CACM-2317  | 0.23112017    | 0              | 0.13793103448275862 | 0.8   | 0.5696707519349904 |
| 30  | CACM-2424  | 0.22735322    | 0              | 0.13333333333333333 | 0.8   | 0.5696707519349904 |
| 31  | CACM-2138  | 0.22647284    | 0              | 0.12903225806451613 | 0.8   | 0.5696707519349904 |
| 32  | CACM-2151  | 0.22647284    | 0              | 0.125               | 0.8   | 0.5696707519349904 |
| 33  | CACM-1751  | 0.2238125     | 0              | 0.12121212121212122 | 0.8   | 0.5696707519349904 |
| 34  | CACM-2320  | 0.2238125     | 0              | 0.11764705882352941 | 0.8   | 0.5696707519349904 |
| 35  | CACM-2950  | 0.2238125     | 0              | 0.11428571428571428 | 0.8   | 0.5696707519349904 |
| 36  | CACM-3196  | 0.22226858    | 0              | 0.1111111111111111  | 0.8   | 0.5696707519349904 |
| 37  | CACM-3174  | 0.22156307    | 0              | 0.10810810810810811 | 0.8   | 0.5696707519349904 |
| 38  | CACM-1930  | 0.21998885    | 0              | 0.10526315789473684 | 0.8   | 0.5696707519349904 |
| 39  | CACM-1226  | 0.21734169    | 0              | 0.10256410256410256 | 0.8   | 0.5696707519349904 |
| 40  | CACM-3141  | 0.21734169    | 0              | 0.1                 | 0.8   | 0.5696707519349904 |
| 41  | CACM-1324  | 0.21344522    | 0              | 0.0975609756097561  | 0.8   | 0.5696707519349904 |
| 42  | CACM-1951  | 0.21344522    | 0              | 0.09523809523809523 | 0.8   | 0.5696707519349904 |
| 43  | CACM-2522  | 0.21344522    | 0              | 0.09302325581395349 | 0.8   | 0.5696707519349904 |
| 44  | CACM-1236  | 0.20095375    | 0              | 0.09090909090909091 | 0.8   | 0.5696707519349904 |
| 45  | CACM-1752  | 0.20095375    | 0              | 0.08888888888888889 | 0.8   | 0.5696707519349904 |
| 46  | CACM-2777  | 0.20095375    | 0              | 0.08695652173913043 | 0.8   | 0.5696707519349904 |
| 47  | CACM-0322  | 0.1986582     | 0              | 0.0851063829787234  | 0.8   | 0.5696707519349904 |
| 48  | CACM-2624  | 0.1986582     | 0              | 0.08333333333333333 | 0.8   | 0.5696707519349904 |
| 49  | CACM-3026  | 0.1986582     | 0              | 0.08163265306122448 | 0.8   | 0.5696707519349904 |
| 50  | CACM-2358  | 0.1930821     | 0              | 0.08                | 0.8   | 0.5696707519349904 |
| 51  | CACM-2374  | 0.18991122    | 0              | 0.0784313725490196  | 0.8   | 0.5696707519349904 |
| 52  | CACM-3137  | 0.18991122    | 0              | 0.07692307692307693 | 0.8   | 0.5696707519349904 |
| 53  | CACM-2036  | 0.18111807    | 0              | 0.07547169811320754 | 0.8   | 0.5696707519349904 |
| 54  | CACM-3028  | 0.18111807    | 0              | 0.07407407407407407 | 0.8   | 0.5696707519349904 |
| 55  | CACM-2184  | 0.160763      | 0              | 0.07272727272727272 | 0.8   | 0.5696707519349904 |
| 56  | CACM-2297  | 0.160763      | 0              | 0.07142857142857142 | 0.8   | 0.5696707519349904 |
| 57  | CACM-2622  | 0.160763      | 0              | 0.07017543859649122 | 0.8   | 0.5696707519349904 |
| 58  | CACM-1892  | 0.15892656    | 0              | 0.06896551724137931 | 0.8   | 0.5696707519349904 |
| 59  | CACM-2625  | 0.15892656    | 0              | 0.06779661016949153 | 0.8   | 0.5696707519349904 |
| 60  | CACM-0696  | 0.15825933    | 0              | 0.06666666666666667 | 0.8   | 0.5696707519349904 |
| 61  | CACM-1647  | 0.15825933    | 0              | 0.06557377049180328 | 0.8   | 0.5696707519349904 |
| 62  | CACM-2095  | 0.15825933    | 0              | 0.06451612903225806 | 0.8   | 0.5696707519349904 |
| 63  | CACM-2582  | 0.15825933    | 0              | 0.06349206349206349 | 0.8   | 0.5696707519349904 |
| 64  | CACM-2972  | 0.15825933    | 0              | 0.0625              | 0.8   | 0.5696707519349904 |
| 65  | CACM-3006  | 0.15825933    | 0              | 0.06153846153846154 | 0.8   | 0.5696707519349904 |
| 66  | CACM-3050  | 0.15825933    | 0              | 0.06060606060606061 | 0.8   | 0.5696707519349904 |
| 67  | CACM-3105  | 0.15825933    | 0              | 0.05970149253731343 | 0.8   | 0.5696707519349904 |
| 68  | CACM-1069  | 0.14430283    | 0              | 0.058823529411764705| 0.8   | 0.5696707519349904 |
| 69  | CACM-1755  | 0.14430283    | 0              | 0.057971014492753624| 0.8   | 0.5696707519349904 |
| 70  | CACM-2796  | 0.14430283    | 0              | 0.05714285714285714 | 0.8   | 0.5696707519349904 |
| 71  | CACM-1517  | 0.12660746    | 0              | 0.056338028169014086| 0.8   | 0.5696707519349904 |
| 72  | CACM-1810  | 0.12660746    | 0              | 0.05555555555555555 | 0.8   | 0.5696707519349904 |
| 73  | CACM-1854  | 0.12660746    | 0              | 0.0547945205479452  | 0.8   | 0.5696707519349904 |
| 74  | CACM-1877  | 0.12660746    | 0              | 0.05405405405405406 | 0.8   | 0.5696707519349904 |
| 75  | CACM-2342  | 0.12660746    | 0              | 0.05333333333333334 | 0.8   | 0.5696707519349904 |
| 76  | CACM-2535  | 0.12660746    | 0              | 0.05263157894736842 | 0.8   | 0.5696707519349904 |
| 77  | CACM-2542  | 0.12660746    | 0              | 0.05194805194805195 | 0.8   | 0.5696707519349904 |
| 78  | CACM-2849  | 0.12660746    | 0              | 0.05128205128205128 | 0.8   | 0.5696707519349904 |
| 79  | CACM-3002  | 0.12660746    | 0              | 0.05063291139240506 | 0.8   | 0.5696707519349904 |
| 80  | CACM-1050  | 0.10307345    | 0              | 0.05                | 0.8   | 0.5696707519349904 |
| 81  | CACM-1472  | 0.10203751    | 0              | 0.04938271604938271 | 0.8   | 0.5696707519349904 |
| 82  | CACM-1591  | 0.092191696   | 0              | 0.04878048780487805 | 0.8   | 0.5696707519349904 |
| 83  | CACM-2357  | 0.08926423    | 0              | 0.04819277108433735 | 0.8   | 0.5696707519349904 |
| 84  | CACM-2868  | 0.08926423    | 0              | 0.047619047619047616| 0.8   | 0.5696707519349904 |
| 85  | CACM-2920  | 0.08926423    | 0              | 0.047058823529411764| 0.8   | 0.5696707519349904 |
| 86  | CACM-0018  | 0.08829741    | 0              | 0.046511627906976744| 0.8   | 0.5696707519349904 |
| 87  | CACM-0025  | 0.08829741    | 0              | 0.04597701149425287 | 0.8   | 0.5696707519349904 |
| 88  | CACM-0597  | 0.08829741    | 0              | 0.045454545454545456| 0.8   | 0.5696707519349904 |
| 89  | CACM-0652  | 0.08829741    | 0              | 0.0449438202247191  | 0.8   | 0.5696707519349904 |
| 90  | CACM-1360  | 0.08829741    | 0              | 0.044444444444444446| 0.8   | 0.5696707519349904 |
| 91  | CACM-1464  | 0.08746072    | 0              | 0.04395604395604396 | 0.8   | 0.5696707519349904 |
| 92  | CACM-2311  | 0.08637957    | 0              | 0.043478260869565216| 0.8   | 0.5696707519349904 |
| 93  | CACM-2407  | 0.08637957    | 0              | 0.043010752688172046| 0.8   | 0.5696707519349904 |
| 94  | CACM-2345  | 0.08110635    | 0              | 0.0425531914893617  | 0.8   | 0.5696707519349904 |
| 95  | CACM-2583  | 0.07804462    | 0              | 0.042105263157894736| 0.8   | 0.5696707519349904 |
| 96  | CACM-0238  | 0.07726023    | 0              | 0.041666666666666664| 0.8   | 0.5696707519349904 |
| 97  | CACM-0651  | 0.07726023    | 0              | 0.041237113402061855| 0.8   | 0.5696707519349904 |
| 98  | CACM-0795  | 0.07726023    | 0              | 0.04081632653061224 | 0.8   | 0.5696707519349904 |
| 99  | CACM-1912  | 0.07726023    | 0              | 0.04040404040404041 | 0.8   | 0.5696707519349904 |
| 100 | CACM-2690  | 0.07726023    | 0              | 0.04                | 0.8   | 0.5696707519349904 |
