__________________________________________________________________________________________________________________
| Rank| Document ID| Document Score| Relevance Level| Precision          | Recall             | NDCG              |
| 51  | CACM-1851  | 0.2468148     | 0              | 0.1568627450980392 | 0.7272727272727273 | 0.7493269482844217|
| 52  | CACM-1953  | 0.2468148     | 0              | 0.15384615384615385| 0.7272727272727273 | 0.7493269482844217|
| 53  | CACM-2226  | 0.2468148     | 0              | 0.1509433962264151 | 0.7272727272727273 | 0.7493269482844217|
| 54  | CACM-2417  | 0.2468148     | 0              | 0.14814814814814814| 0.7272727272727273 | 0.7493269482844217|
| 55  | CACM-2725  | 0.2468148     | 0              | 0.14545454545454545| 0.7272727272727273 | 0.7493269482844217|
| 56  | CACM-2830  | 0.2468148     | 0              | 0.14285714285714285| 0.7272727272727273 | 0.7493269482844217|
| 57  | CACM-1551  | 0.2442833     | 0              | 0.14035087719298245| 0.7272727272727273 | 0.7493269482844217|
| 58  | CACM-1569  | 0.2365446     | 0              | 0.13793103448275862| 0.7272727272727273 | 0.7493269482844217|
| 59  | CACM-3044  | 0.2365446     | 0              | 0.13559322033898305| 0.7272727272727273 | 0.7493269482844217|
| 60  | CACM-2884  | 0.23321806    | 0              | 0.13333333333333333| 0.7272727272727273 | 0.7493269482844217|
| 61  | CACM-2902  | 0.21591799    | 0              | 0.13114754098360656| 0.7272727272727273 | 0.7493269482844217|
| 62  | CACM-2950  | 0.21591799    | 0              | 0.12903225806451613| 0.7272727272727273 | 0.7493269482844217|
| 63  | CACM-3166  | 0.21591799    | 0              | 0.12698412698412698| 0.7272727272727273 | 0.7493269482844217|
| 64  | CACM-1658  | 0.21155554    | 0              | 0.125              | 0.7272727272727273 | 0.7493269482844217|
| 65  | CACM-2025  | 0.21155554    | 0              | 0.12307692307692308| 0.7272727272727273 | 0.7493269482844217|
| 66  | CACM-2222  | 0.21155554    | 0              | 0.12121212121212122| 0.7272727272727273 | 0.7493269482844217|
| 67  | CACM-2362  | 0.21155554    | 0              | 0.11940298507462686| 0.7272727272727273 | 0.7493269482844217|
| 68  | CACM-2505  | 0.21155554    | 0              | 0.11764705882352941| 0.7272727272727273 | 0.7493269482844217|
| 69  | CACM-2863  | 0.21155554    | 0              | 0.11594202898550725| 0.7272727272727273 | 0.7493269482844217|
| 70  | CACM-2942  | 0.21155554    | 0              | 0.11428571428571428| 0.7272727272727273 | 0.7493269482844217|
| 71  | CACM-3061  | 0.21155554    | 0              | 0.11267605633802817| 0.7272727272727273 | 0.7493269482844217|
| 72  | CACM-2740  | 0.20907786    | 0              | 0.1111111111111111 | 0.7272727272727273 | 0.7493269482844217|
| 73  | CACM-1008  | 0.20697652    | 0              | 0.1095890410958904 | 0.7272727272727273 | 0.7493269482844217|
| 74  | CACM-1200  | 0.20697652    | 0              | 0.10810810810810811| 0.7272727272727273 | 0.7493269482844217|
| 75  | CACM-1380  | 0.20697652    | 0              | 0.10666666666666667| 0.7272727272727273 | 0.7493269482844217|
| 76  | CACM-2727  | 0.20697652    | 0              | 0.10526315789473684| 0.7272727272727273 | 0.7493269482844217|
| 77  | CACM-1747  | 0.20485362    | 0              | 0.1038961038961039 | 0.7272727272727273 | 0.7493269482844217|
| 78  | CACM-1846  | 0.20485362    | 0              | 0.10256410256410256| 0.7272727272727273 | 0.7493269482844217|
| 79  | CACM-2175  | 0.20485362    | 0              | 0.10126582278481013| 0.7272727272727273 | 0.7493269482844217|
| 80  | CACM-2195  | 0.20485362    | 0              | 0.1                | 0.7272727272727273 | 0.7493269482844217|
| 81  | CACM-1873  | 0.19945648    | 0              | 0.09876543209876543| 0.7272727272727273 | 0.7493269482844217|
| 82  | CACM-2272  | 0.19945648    | 0              | 0.0975609756097561 | 0.7272727272727273 | 0.7493269482844217|
| 83  | CACM-1924  | 0.19710524    | 0              | 0.0963855421686747 | 0.7272727272727273 | 0.7493269482844217|
| 84  | CACM-2146  | 0.19710524    | 0              | 0.09523809523809523| 0.7272727272727273 | 0.7493269482844217|
| 85  | CACM-2273  | 0.19710524    | 0              | 0.09411764705882353| 0.7272727272727273 | 0.7493269482844217|
| 86  | CACM-2283  | 0.19710524    | 0              | 0.09302325581395349| 0.7272727272727273 | 0.7493269482844217|
| 87  | CACM-2903  | 0.19710524    | 0              | 0.09195402298850575| 0.7272727272727273 | 0.7493269482844217|
| 88  | CACM-3006  | 0.19710524    | 0              | 0.09090909090909091| 0.7272727272727273 | 0.7493269482844217|
| 89  | CACM-1392  | 0.18321247    | 0              | 0.0898876404494382 | 0.7272727272727273 | 0.7493269482844217|
| 90  | CACM-2490  | 0.18321247    | 0              | 0.08888888888888889| 0.7272727272727273 | 0.7493269482844217|
| 91  | CACM-2679  | 0.18321247    | 0              | 0.08791208791208792| 0.7272727272727273 | 0.7493269482844217|
| 92  | CACM-2997  | 0.18321247    | 0              | 0.08695652173913043| 0.7272727272727273 | 0.7493269482844217|
| 93  | CACM-1341  | 0.17740844    | 0              | 0.08602150537634409| 0.7272727272727273 | 0.7493269482844217|
| 94  | CACM-1471  | 0.17740844    | 0              | 0.0851063829787234 | 0.7272727272727273 | 0.7493269482844217|
| 95  | CACM-1536  | 0.17740844    | 0              | 0.08421052631578947| 0.7272727272727273 | 0.7493269482844217|
| 96  | CACM-1554  | 0.17740844    | 0              | 0.08333333333333333| 0.7272727272727273 | 0.7493269482844217|
| 97  | CACM-1603  | 0.17740844    | 0              | 0.08247422680412371| 0.7272727272727273 | 0.7493269482844217|
| 98  | CACM-1960  | 0.17740844    | 0              | 0.08163265306122448| 0.7272727272727273 | 0.7493269482844217|
| 99  | CACM-2376  | 0.17740844    | 0              | 0.08080808080808081| 0.7272727272727273 | 0.7493269482844217|
| 100 | CACM-2514  | 0.17740844    | 0              | 0.08               | 0.7272727272727273 | 0.7493269482844217|
